customer,distribution_method,date,planned_method,final_method,completed_at,last_box_date,weekday,hour,morning_afternoon,is_unenrolled,deviation_from_plan,deviation_from_current,deviation_summary
Customer 19,pickup,2022-08-26,pickup,pickup,2022-08-27 11:24:17-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 50,pickup,2022-08-26,pickup,pickup,2022-08-27 12:36:35-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 33,delivery,2022-08-26,delivery,reallocate,2022-08-26 13:47:39-04:00,,Friday,13,Afternoon,False,1,1,reallocate
Customer 48,pickup,2022-08-26,pickup,pickup,2022-08-27 15:43:45-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 26,delivery,2022-08-26,delivery,delivery,2022-08-26 22:22:44-04:00,,Friday,22,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-08-26,delivery,delivery,2022-08-26 22:22:46-04:00,,Friday,22,Afternoon,False,0,0,as planned
Customer 4,pickup,2022-08-26,pickup,reallocate,2022-08-27 19:23:56-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 55,delivery,2022-08-26,delivery,delivery,2022-08-26 22:22:41-04:00,,Friday,22,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-08-26,pickup,reallocate,2022-08-26 13:47:38-04:00,,Friday,13,Afternoon,False,1,1,reallocate
Customer 12,pickup,2022-08-26,pickup,pickup,2022-08-26 12:56:03-04:00,,Friday,12,Morning,False,0,0,as planned
Customer 39,pickup,2022-08-26,pickup,pickup,2022-08-27 14:46:19-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-08-26,pickup,pickup,2022-08-26 13:40:08-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 10,pickup,2022-08-26,pickup,pickup,2022-08-27 14:14:33-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 52,delivery,2022-08-26,delivery,delivery,2022-08-26 22:22:40-04:00,,Friday,22,Afternoon,False,0,0,as planned
Customer 47,pickup,2022-08-26,pickup,pickup,2022-08-27 14:01:07-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 38,pickup,2022-08-26,pickup,reallocate,2022-08-27 19:23:54-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 44,pickup,2022-08-26,pickup,pickup,2022-08-26 22:22:29-04:00,,Friday,22,Afternoon,False,0,0,as planned
Customer 37,pickup,2022-08-26,pickup,reallocate,2022-08-27 16:37:17-04:00,,Saturday,16,Afternoon,False,1,1,reallocate
Customer 46,pickup,2022-08-26,pickup,pickup,2022-08-27 11:15:19-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 21,delivery,2022-08-26,delivery,delivery,2022-08-26 22:22:43-04:00,,Friday,22,Afternoon,False,0,0,as planned
Customer 18,pickup,2022-08-26,pickup,pickup,2022-08-27 09:12:40-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 54,pickup,2022-08-26,pickup,delivery,2022-08-27 19:29:20-04:00,,Saturday,19,Afternoon,False,1,1,delivery
Customer 3,pickup,2022-09-02,pickup,pickup,2022-09-02 17:32:54-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 6,pickup,2022-09-02,pickup,pickup,2022-09-03 16:45:05-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 53,pickup,2022-09-02,pickup,reallocate,2022-09-03 19:42:35-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 40,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:41-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 11,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:20-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-09-02,pickup,delivery,2022-09-03 19:38:09-04:00,,Saturday,19,Afternoon,False,1,1,delivery
Customer 27,pickup,2022-09-02,pickup,pickup,2022-09-03 09:37:46-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 2,delivery,2022-09-02,pickup,delivery,2022-09-03 19:36:49-04:00,,Saturday,19,Afternoon,False,1,0,as planned
Customer 20,pickup,2022-09-02,pickup,pickup,2022-09-02 16:04:49-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 8,pickup,2022-09-02,pickup,pickup,2022-09-03 10:44:22-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 23,pickup,2022-09-02,pickup,pickup,2022-09-03 17:54:42-04:00,,Saturday,17,Afternoon,False,0,0,as planned
Customer 0,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:16-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-09-02,pickup,pickup,2022-09-03 14:19:56-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 16,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:23-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 35,pickup,2022-09-02,pickup,delivery,2022-09-03 19:36:52-04:00,,Saturday,19,Afternoon,False,1,1,delivery
Customer 32,pickup,2022-09-02,pickup,pickup,2022-09-03 13:01:24-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 49,pickup,2022-09-02,pickup,pickup,2022-09-03 18:09:14-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 7,pickup,2022-09-02,pickup,pickup,2022-09-03 13:33:17-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-09-02,pickup,pickup,2022-09-03 11:41:16-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 36,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:40-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 22,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:35-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 34,pickup,2022-09-02,pickup,pickup,2022-09-03 13:50:33-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 28,pickup,2022-09-02,pickup,pickup,2022-09-03 13:39:01-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 24,pickup,2022-09-02,pickup,delivery,2022-09-03 19:36:51-04:00,,Saturday,19,Afternoon,False,1,1,delivery
Customer 30,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:33-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 15,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:22-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 9,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:18-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 19,pickup,2022-09-02,pickup,pickup,2022-09-02 16:19:10-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 50,pickup,2022-09-02,pickup,pickup,2022-09-03 12:53:05-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 33,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:39-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 48,pickup,2022-09-02,pickup,pickup,2022-09-03 16:45:06-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 26,delivery,2022-09-02,delivery,delivery,2022-09-02 16:59:02-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-09-02,delivery,delivery,2022-09-02 16:59:03-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 4,pickup,2022-09-02,pickup,pickup,2022-09-03 13:51:54-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 55,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:17-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-09-02,pickup,pickup,2022-09-02 15:13:46-04:00,,Friday,15,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-09-02,pickup,pickup,2022-09-02 17:28:45-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 39,pickup,2022-09-02,pickup,pickup,2022-09-03 13:33:11-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-09-02,pickup,pickup,2022-09-03 11:05:23-04:00,,Saturday,11,Morning,False,0,0,as planned
Customer 29,pickup,2022-09-02,pickup,pickup,2022-09-02 16:53:34-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 10,pickup,2022-09-02,pickup,pickup,2022-09-03 14:20:34-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 52,delivery,2022-09-02,delivery,reallocate,2022-09-02 14:12:49-04:00,,Friday,14,Afternoon,False,1,1,reallocate
Customer 47,pickup,2022-09-02,pickup,pickup,2022-09-02 13:37:37-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 38,pickup,2022-09-02,pickup,pickup,2022-09-02 14:24:07-04:00,,Friday,14,Afternoon,False,0,0,as planned
Customer 44,pickup,2022-09-02,pickup,pickup,2022-09-02 17:17:10-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 37,pickup,2022-09-02,pickup,pickup,2022-09-03 09:30:09-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 46,pickup,2022-09-02,pickup,reallocate,2022-09-03 19:42:37-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 21,delivery,2022-09-02,delivery,delivery,2022-09-02 13:13:36-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 18,pickup,2022-09-02,pickup,pickup,2022-09-03 09:04:07-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 54,pickup,2022-09-02,pickup,reallocate,2022-09-03 19:42:38-04:00,,Saturday,19,Afternoon,False,1,1,reallocate
Customer 3,pickup,2022-09-09,pickup,pickup,2022-09-10 15:16:34-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 6,pickup,2022-09-09,pickup,pickup,2022-09-10 16:27:42-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 40,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:50-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 11,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:43-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-09-09,pickup,pickup,2022-09-09 17:46:22-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 27,pickup,2022-09-09,pickup,pickup,2022-09-10 10:17:31-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 2,delivery,2022-09-09,pickup,delivery,2022-09-09 17:35:41-04:00,,Friday,17,Afternoon,False,1,0,as planned
Customer 20,pickup,2022-09-09,pickup,pickup,2022-09-09 09:24:02-04:00,,Friday,9,Morning,False,0,0,as planned
Customer 8,pickup,2022-09-09,pickup,pickup,2022-09-10 12:17:14-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 23,pickup,2022-09-09,pickup,pickup,2022-09-10 14:28:39-04:00,,Saturday,14,Afternoon,False,0,0,as planned
Customer 0,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:38-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-09-09,pickup,reallocate,2022-09-09 17:54:56-04:00,,Friday,17,Afternoon,False,1,1,reallocate
Customer 16,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:45-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 32,pickup,2022-09-09,pickup,pickup,2022-09-10 16:24:43-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 49,pickup,2022-09-09,pickup,pickup,2022-09-10 18:02:25-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 7,pickup,2022-09-09,pickup,pickup,2022-09-10 15:35:03-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 41,pickup,2022-09-09,pickup,pickup,2022-09-10 16:27:48-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 36,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:50-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 22,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:47-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 28,pickup,2022-09-09,pickup,pickup,2022-09-10 12:53:06-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 24,pickup,2022-09-09,pickup,pickup,2022-09-10 16:56:27-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 30,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:48-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 15,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:44-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 19,pickup,2022-09-09,pickup,pickup,2022-09-10 16:58:33-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 50,pickup,2022-09-09,pickup,pickup,2022-09-09 16:34:19-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 33,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:49-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 48,pickup,2022-09-09,pickup,pickup,2022-09-10 17:24:32-04:00,,Saturday,17,Afternoon,False,0,0,as planned
Customer 26,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:48-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:49-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 55,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:40-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-09-09,pickup,pickup,2022-09-09 13:22:10-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-09-09,pickup,pickup,2022-09-10 13:26:01-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 39,pickup,2022-09-09,pickup,pickup,2022-09-10 15:35:09-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 42,pickup,2022-09-09,pickup,pickup,2022-09-10 12:17:17-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 29,pickup,2022-09-09,pickup,pickup,2022-09-10 16:06:10-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 10,pickup,2022-09-09,pickup,pickup,2022-09-10 09:39:05-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 52,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:39-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 47,pickup,2022-09-09,pickup,pickup,2022-09-09 11:52:23-04:00,,Friday,11,Morning,False,0,0,as planned
Customer 38,pickup,2022-09-09,pickup,reallocate,2022-09-10 16:30:34-04:00,,Saturday,16,Afternoon,False,1,1,reallocate
Customer 44,pickup,2022-09-09,pickup,pickup,2022-09-09 17:28:29-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 37,pickup,2022-09-09,pickup,pickup,2022-09-10 10:41:54-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 46,pickup,2022-09-09,pickup,pickup,2022-09-10 15:24:45-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 21,delivery,2022-09-09,delivery,delivery,2022-09-09 17:35:46-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 18,pickup,2022-09-09,pickup,pickup,2022-09-09 15:50:40-04:00,,Friday,15,Afternoon,False,0,0,as planned
Customer 54,pickup,2022-09-09,pickup,pickup,2022-09-10 13:17:35-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 3,pickup,2022-09-16,pickup,pickup,2022-09-16 17:16:08-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 6,pickup,2022-09-16,pickup,pickup,2022-09-17 12:49:20-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 53,pickup,2022-09-16,pickup,pickup,2022-09-17 13:54:19-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 40,delivery,2022-09-16,delivery,delivery,2022-09-16 19:05:41-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 11,delivery,2022-09-16,delivery,delivery,2022-09-16 19:27:08-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 51,pickup,2022-09-16,pickup,reallocate,2022-09-16 10:00:55-04:00,,Friday,10,Morning,False,1,1,reallocate
Customer 27,pickup,2022-09-16,pickup,pickup,2022-09-17 09:16:21-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 2,delivery,2022-09-16,delivery,delivery,2022-09-16 19:09:28-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 20,pickup,2022-09-16,pickup,pickup,2022-09-16 10:58:54-04:00,,Friday,10,Morning,False,0,0,as planned
Customer 8,pickup,2022-09-16,pickup,pickup,2022-09-17 12:00:38-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 23,pickup,2022-09-16,pickup,pickup,2022-09-16 17:21:35-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 0,delivery,2022-09-16,delivery,delivery,2022-09-16 18:30:33-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 43,pickup,2022-09-16,pickup,pickup,2022-09-17 15:46:47-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 16,delivery,2022-09-16,delivery,delivery,2022-09-16 18:32:54-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 32,pickup,2022-09-16,pickup,pickup,2022-09-17 13:32:30-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 49,pickup,2022-09-16,pickup,pickup,2022-09-17 18:06:13-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 7,pickup,2022-09-16,pickup,pickup,2022-09-17 10:07:36-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 41,pickup,2022-09-16,pickup,pickup,2022-09-16 11:10:21-04:00,,Friday,11,Morning,False,0,0,as planned
Customer 36,delivery,2022-09-16,delivery,delivery,2022-09-16 19:29:42-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 22,delivery,2022-09-16,delivery,delivery,2022-09-17 18:42:27-04:00,,Saturday,18,Afternoon,False,0,0,as planned
Customer 28,pickup,2022-09-16,pickup,pickup,2022-09-17 13:38:22-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 24,pickup,2022-09-16,pickup,pickup,2022-09-17 16:58:29-04:00,,Saturday,16,Afternoon,False,0,0,as planned
Customer 30,delivery,2022-09-16,delivery,delivery,2022-09-16 18:32:59-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 15,delivery,2022-09-16,delivery,delivery,2022-09-16 19:27:04-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 9,delivery,2022-09-16,delivery,delivery,2022-09-16 19:30:42-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 19,pickup,2022-09-16,pickup,pickup,2022-09-17 09:54:52-04:00,,Saturday,9,Morning,False,0,0,as planned
Customer 50,pickup,2022-09-16,pickup,pickup,2022-09-17 12:33:59-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 33,delivery,2022-09-16,delivery,delivery,2022-09-16 18:41:51-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 48,pickup,2022-09-16,pickup,pickup,2022-09-17 12:49:18-04:00,,Saturday,12,Morning,False,0,0,as planned
Customer 26,delivery,2022-09-16,delivery,delivery,2022-09-16 18:52:29-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 31,delivery,2022-09-16,delivery,delivery,2022-09-16 19:23:41-04:00,,Friday,19,Afternoon,False,0,0,as planned
Customer 55,delivery,2022-09-16,delivery,delivery,2022-09-16 18:43:55-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 14,pickup,2022-09-16,pickup,pickup,2022-09-16 16:28:10-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 12,pickup,2022-09-16,pickup,pickup,2022-09-16 17:45:41-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 39,pickup,2022-09-16,pickup,pickup,2022-09-17 10:04:40-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 42,pickup,2022-09-16,pickup,pickup,2022-09-16 14:10:04-04:00,,Friday,14,Afternoon,False,0,0,as planned
Customer 29,pickup,2022-09-16,pickup,pickup,2022-09-17 15:46:49-04:00,,Saturday,15,Afternoon,False,0,0,as planned
Customer 10,pickup,2022-09-16,pickup,pickup,2022-09-17 10:00:12-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 52,delivery,2022-09-16,delivery,reallocate,2022-09-16 10:00:54-04:00,,Friday,10,Morning,False,1,1,reallocate
Customer 47,pickup,2022-09-16,pickup,pickup,2022-09-16 16:39:49-04:00,,Friday,16,Afternoon,False,0,0,as planned
Customer 38,pickup,2022-09-16,pickup,pickup,2022-09-16 13:12:52-04:00,,Friday,13,Afternoon,False,0,0,as planned
Customer 44,pickup,2022-09-16,pickup,pickup,2022-09-16 17:44:03-04:00,,Friday,17,Afternoon,False,0,0,as planned
Customer 37,pickup,2022-09-16,pickup,pickup,2022-09-17 10:42:40-04:00,,Saturday,10,Morning,False,0,0,as planned
Customer 46,pickup,2022-09-16,pickup,pickup,2022-09-17 13:04:54-04:00,,Saturday,13,Afternoon,False,0,0,as planned
Customer 21,delivery,2022-09-16,delivery,delivery,2022-09-16 18:52:29-04:00,,Friday,18,Afternoon,False,0,0,as planned
Customer 18,pickup,2022-09-16,pickup,pickup,2022-09-17 10:32:37-04:00,,Saturday,10,Morning,False,0,0,as planned
